Date,PF1_forecast,VPF_forecast,ARIMA_combined,Actual
2021-02-23,-38004.44696669226,38064.550848797364,60.103882105104276,61.66
2021-02-24,3384586.724322684,-3384523.8885907903,62.83573189377785,63.21
2021-02-25,32169769.909344077,-32169705.611438096,64.29790598154068,63.43
2021-02-26,3622220.844728817,-3622054.7438135226,166.10091529460624,61.55
2021-03-01,24033710.837946713,-24033630.1350127,80.70293401181698,60.54
2021-03-02,22595846.45649942,-22595776.451652683,70.00484673678875,59.7
2021-03-03,22028455.83034073,-22028397.88190962,57.948431108146906,61.33
2021-03-04,9265850.913792744,-9265733.798929008,117.11486373655498,63.81
2021-03-05,1644756.9950635312,-1644690.3012777274,66.69378580385819,66.08
2021-03-08,479891.5273315988,-479836.1299269961,55.397404602728784,65.03
2021-03-09,4762801.594517749,-4762736.101203927,65.49331382196397,64.02
2021-03-10,1237298.2938556327,-1237231.3174087582,66.97644687443972,64.45
2021-03-11,-638376.2598906942,638441.7744117329,65.5145210387418,66.02
2021-03-12,-441242.60704586,441309.552377761,66.94533190102084,65.59
2021-03-15,1519794.369795276,-1519727.8085965,66.56119877612218,65.36
2021-03-16,1173695.24742921,-1173630.721518939,64.52591027109884,64.82
2021-03-17,-338071.95307819155,338135.535999918,63.582921726454515,64.55
2021-03-18,-843860.7653273244,843926.2416068033,65.4762794788694,59.95
2021-03-19,91222.86458358547,-91159.26471277772,63.59987080775318,61.43
2021-03-22,663204.672221341,-663144.0322276544,60.63999368669465,61.48
2021-03-23,198436.39332199667,-198377.57505740874,58.81826458792784,57.75
2021-03-24,-378495.9504324767,378554.67495790345,58.72452542674728,61.12
2021-03-25,-279278.48549277574,279340.18377343623,61.698280660493765,58.47
2021-03-26,152816.77387012108,-152756.7623873253,60.01148279578774,60.93
2021-03-29,249601.22401852906,-249541.89724766446,59.32677086460171,61.49
2021-03-30,-8106.308072606778,8166.350665498365,60.04259289158654,60.55
2021-03-31,-174897.0989493222,174958.56358639343,61.46463707124349,59.19
2021-04-01,-62906.977279184386,62967.94378705704,60.96650787265389,61.41
2021-04-05,96516.20700781916,-96455.76823053912,60.438777280040085,58.73
2021-04-06,81484.44108852778,-81425.88622901391,58.554859513867996,59.34
2021-04-07,-35021.88569976138,35080.926081295336,59.04038153395959,59.77
2021-04-08,-70378.78049675413,70438.72022597182,59.93972921768727,59.61
2021-04-09,-3371.8624061166647,3431.911131871814,60.04872575514946,59.29
2021-04-12,47664.69227342631,-47605.30257190103,59.38970152528054,59.7
2021-04-13,21164.169840925933,-21104.98031520689,59.18952571904447,60.2
2021-04-14,-24868.08626767852,24927.92208674011,59.83581906159088,63.15
2021-04-15,-24574.39733915431,24636.74219350142,62.344854347109504,63.42
2021-04-16,7639.232363392766,-7575.44877584266,63.78358755010595,63.16
2021-04-19,20168.591009354102,-20104.80030015423,63.790709199871344,63.33
2021-04-20,2651.3577341441596,-2588.2053936455713,63.15234049858827,62.61
2021-04-21,-13007.309654627594,13069.725833974333,62.41617934673923,61.34
2021-04-22,-6973.349526390363,7035.078608394793,61.72908200442998,61.45
2021-04-23,6310.7150470609,-6249.205734711793,61.50931234910695,62.18
2021-04-26,7357.728789280564,-7295.962210982033,61.766578298531385,62.02
2021-04-27,-1491.913347640575,1553.9273967971808,62.01404915660578,63.03
2021-04-28,-5713.549984875494,5776.409643177604,62.85965830210989,63.81
2021-04-29,-1211.6044344044892,1275.256736714778,63.65230231028886,65.0
2021-04-30,3513.299328947512,-3448.612912356887,64.68641659062496,63.5
2021-05-03,2236.5470482884148,-2172.3396458072584,64.20740248115635,64.46
2021-05-04,-1558.4064751369601,1622.6295547248865,64.22307958792635,65.72
2021-05-05,-2162.850588018415,2227.783987146362,64.93339912794727,65.63
2021-05-06,242.18933097730928,-176.4863436449418,65.70298733236748,64.73
2021-05-07,1612.5559764493332,-1547.022561703626,65.5334147457072,64.96
2021-05-10,490.70360913764114,-425.7407684235007,64.96284071414044,64.92
2021-05-11,-909.2854354413668,973.7654422865204,64.48000684515364,65.31
2021-05-12,-696.3144658471347,761.2878465866272,64.97338073949254,65.96
2021-05-13,372.1874977544306,-306.222090813775,65.96540694065555,63.82
2021-05-14,774.4251275427878,-709.4687705825195,64.9563569602683,65.32
2021-05-17,201.28634595022862,-136.53710040155306,64.74924554867556,66.24
2021-05-18,-390.699455466543,455.9996547816851,65.3001993151421,65.49
2021-05-19,-32.9400907405472,98.82778517696946,65.88769443642227,63.28
2021-05-20,484.5637424562041,-419.85692932765966,64.70681312854447,61.95
2021-05-21,202.69786248339614,-140.33680355031802,62.36105893307811,63.61
2021-05-24,-116.25130664462942,178.31227454468092,62.060967900051494,66.13
2021-05-25,-586.7657844937988,651.476998108119,64.71121361432017,66.27
2021-05-26,-429.5015615596605,496.6153834724157,67.11382191275521,66.41
2021-05-27,228.03167834826527,-160.51227626902335,67.51940207924193,66.87
2021-05-28,234.23907235009764,-167.7017284420457,66.53734390805195,66.31
2021-06-01,81.41029225606496,-15.724099992884302,65.68619226318066,67.8
2021-06-02,-21.44533218260603,88.53170097782413,67.0863687952181,68.79
2021-06-03,12.086606119611092,56.800226041604176,68.88683216121527,68.81
2021-06-04,13.587154615502117,55.83990590525507,69.4270605207572,69.57
2021-06-07,32.616887768859904,36.7655198804367,69.3824076492966,69.21
2021-06-08,114.4661118212861,-45.495271074737325,68.97084074654879,70.11
2021-06-09,274.1046880816601,-204.4188357623581,69.68585231930197,69.9
2021-06-10,11.232730384850548,58.93281097220121,70.16554135705175,70.34
2021-06-11,-96.38858457486484,166.8648340413191,70.47624946645428,71.0
2021-06-14,5.812370917165512,64.8975531838731,70.70992410103861,70.94
2021-06-15,54.59359100015994,16.253922611355314,70.84751361151525,72.06
2021-06-16,207.39936718415862,-135.65539177829527,71.74397540586335,72.03
2021-06-17,276.4956476334216,-204.30630074513675,72.18934688828483,71.06
2021-06-18,169.3416081851137,-97.71737139084422,71.62423679426948,71.64
2021-06-21,-65.74734695695554,137.08992712092396,71.34258016396842,73.64
2021-06-22,-195.82919524469452,268.382023171947,72.55282792725251,73.15
2021-06-23,-82.9084871308249,156.3663876100222,73.4579004791973,73.11
2021-06-24,180.64167963650706,-106.87135020354764,73.77032943295943,73.31
2021-06-25,352.7287264160238,-279.4409705759414,73.28775584008241,74.21
2021-06-28,288.8955083111813,-215.4511851838705,73.44432312731078,72.98
2021-06-29,103.68669728161662,-30.375374653356445,73.31132262826017,73.14
2021-06-30,-12.130709836638186,85.5801516378233,73.44944180118512,73.52
2021-07-01,-17.35395757752182,90.72916598291525,73.37520840539342,75.33
2021-07-02,-0.07318001449214995,74.52097515204547,74.44779513755331,75.37
2021-07-06,107.05586158723854,-31.633773551012172,75.42208803622637,73.62
2021-07-07,418.5891236757236,-343.79701228087185,74.79211139485176,72.22
2021-07-08,370.22570011695086,-297.4032608083558,72.82243930859505,72.98
2021-07-09,27.11713647303795,44.851809437669765,71.96894591070772,74.56
2021-07-12,518.4584201560895,-445.0558630379853,73.40255711810414,74.21
2021-07-13,3.9467808026137448,70.90392586835736,74.8507066709711,75.24
2021-07-14,-55.740338345894756,131.47437835814063,75.73404001224587,73.06
2021-07-15,1101.2674064670468,-1027.4380268936998,73.82937957334707,71.67
2021-07-16,931.2465840410467,-859.5770276058535,71.66955643519327,71.76
2021-07-19,-642.3823781191461,713.4511458655164,71.06876774637033,66.45
2021-07-20,-225.05496732897524,293.35965193098446,68.30468460200922,67.32
2021-07-21,-1499.9497187692987,1567.167952411899,67.21823364260035,70.26
2021-07-22,-369.23734042007607,437.59170087134055,68.35436045126448,72.15
2021-07-23,5132.236440876371,-5060.936923366588,71.29951750978216,72.24
2021-07-26,5950.657450855081,-5877.30852909747,73.3489217576116,72.15
2021-07-27,2581.046551447221,-2507.973321348755,73.07323009846641,71.68
2021-07-28,1166.1638575760342,-1094.7607953154998,71.4030622605344,72.37
2021-07-29,14165.015332855373,-14093.74957489507,71.26575796030374,73.62
2021-07-30,27785.071258087864,-27712.010734924315,73.06052316354908,73.93
2021-08-02,18266.095607183215,-18191.544558779136,74.55104840407876,71.31
2021-08-03,1807.777273166303,-1734.877115970619,72.90015719568419,70.64
2021-08-04,5636.782985473683,-5566.2195499825,70.56343549118264,68.19
2021-08-05,5077.776117280385,-5009.748671657277,68.02744562310818,69.1
2021-08-06,45477.420849438095,-45409.08143795246,68.33941148563463,68.26
2021-08-09,10957.681085746115,-10888.941328024666,68.73975772144877,66.56
2021-08-10,-1481.677545305061,1549.4021552697277,67.7246099646668,68.33
2021-08-11,-14152.705265028331,14220.246091037974,67.54082600964284,69.3
2021-08-12,-2692.4649175515274,2760.743169291948,68.27825174042073,69.12
2021-08-13,9320.985399334515,-9251.574308633555,69.4110907009599,68.36
2021-08-16,5839.498354642289,-5770.147264893177,69.35108974911236,67.44
2021-08-17,-4015.805661690294,4083.636075946381,67.8304142560869,66.5
2021-08-18,-5634.417553474345,5700.61689481069,66.19934133634433,65.36
2021-08-19,579.1607584026668,-513.8670781870788,65.29368021558798,63.69
2021-08-20,4162.515338746897,-4098.156211168576,64.35912757832102,62.25
2021-08-23,1239.5251007955092,-1176.651961345569,62.873139449940254,65.65
2021-08-24,-2415.164188517074,2479.1727978215913,64.00860930451745,67.5
2021-08-25,-1816.5085321579927,1882.9902523909836,66.48172023299094,68.54
2021-08-26,973.2719391666296,-904.2492129958624,69.02272617076721,67.42
2021-08-27,1655.9655198128419,-1587.1861569659768,68.77936284686507,68.84
2021-08-30,-24.175502514404826,92.37652038877138,68.20101787436656,69.28
2021-08-31,-1164.1009730622525,1232.346914058494,68.24594099624142,68.43
2021-09-01,-440.25735982531523,509.0380842833937,68.78072445807845,68.63
2021-09-02,640.7908439614317,-571.578124379421,69.21271958201078,70.07
2021-09-03,559.5991465998375,-489.9941965335006,69.60495006633687,69.34
2021-09-07,-228.38007834131838,297.66815918999407,69.28808084867569,68.49
2021-09-08,-482.3036728371178,551.1789122747983,68.87523943768053,69.36
2021-09-09,-38.43925576245613,107.5379708848638,69.09871512240767,68.26
2021-09-10,326.0148283188201,-257.48594756717966,68.52888075164043,69.82
2021-09-13,81.52289444341962,-12.259463018583556,69.26343142483606,70.54
2021-09-14,-486.9334824680451,557.1588924387127,70.22540997066756,70.53
2021-09-15,-601.5941624242037,672.4295282574559,70.83536583325224,72.59
2021-09-16,-91.47774094496211,163.56921626756042,72.09147532259831,72.69
2021-09-17,516.2440840671416,-443.6217111384605,72.62237292868105,72.09
2021-09-20,604.2534784185992,-531.7423750089453,72.51110340965397,70.41
2021-09-21,148.24298979010322,-77.12809985179165,71.11488993831158,70.51
2021-09-22,-200.67825503415125,270.8566380143804,70.17838298022915,72.37
2021-09-23,-340.44128458306307,411.63023220788074,71.18894762481767,73.43
2021-09-24,-259.384559033019,332.54174488008266,73.15718584706366,74.18
2021-09-27,-238.0016456003692,312.6891742006481,74.68752860027891,75.54
2021-09-28,-314.1753296166147,389.64627648327956,75.47094686666486,75.44
2021-09-29,-289.8089142778623,365.0968154444673,75.28790116660502,75.06
2021-09-30,-116.16279430191204,191.23146092084139,75.06866661892934,75.22
2021-10-01,65.04729023227154,10.14331892741996,75.19060915969149,76.01
2021-10-04,108.67304013110147,-32.92199602137785,75.75104410972362,77.68
2021-10-05,280.9048623284303,-203.7927912985967,77.11207102983357,79.17
2021-10-06,160.06150301335398,-81.2357345676852,78.82576844566879,77.66
2021-10-07,-361.2605410583104,439.9060590304608,78.6455179721504,78.46
2021-10-08,-593.8828620087367,672.2677127920645,78.3848507833278,79.55
2021-10-11,-373.243457678161,451.905563598468,78.662105920307,80.64
2021-10-12,36.90533333499452,43.18864466187967,80.0939779968742,80.75
2021-10-13,185.83444629138293,-104.59772801167104,81.2367182797119,80.67
2021-10-14,30.406969221089753,50.80074555516989,81.20771477625965,81.43
2021-10-15,-137.80473362341502,218.78744261796734,80.98270899455233,82.39
2021-10-18,-85.41819867193263,167.04153287462458,81.62333420269195,82.62
2021-10-19,47.837685860380326,34.83392309193995,82.67160895232027,83.19
2021-10-20,51.72179153434142,31.77959956993069,83.5013911042721,84.4
2021-10-21,-35.911015142780855,120.02516976754518,84.11415462476432,82.64
2021-10-22,-63.04360256502401,146.19932685799301,83.15572429296901,84.53
2021-10-25,-1.7279258544719696,85.52969893761099,83.80177308313901,84.64
2021-10-26,45.806401706990734,38.610620895518444,84.41702260250918,85.64
2021-10-27,16.202940547751396,69.38640933750446,85.58934988525586,82.66
2021-10-28,-30.925268784672006,115.00550757378,84.080238789108,82.78
2021-10-29,-30.837316988664767,113.53441026332099,82.69709327465623,83.5
2021-11-01,3.5949145353976735,78.82949202127404,82.42440655667171,84.08
2021-11-02,19.469256070406367,64.1797219483588,83.64897801876518,83.91
2021-11-03,3.128047915297077,81.48860204083792,84.61664995613499,80.82
2021-11-04,-13.11084084224566,95.59320255223581,82.48236170999014,78.88
2021-11-05,-7.7346548971808575,86.92953928256802,79.19488438538716,81.25
2021-11-08,3.96372378424436,75.20864802072454,79.1723718049689,81.96
2021-11-09,5.923852823813778,75.33900000169433,81.2628528255081,84.12
2021-11-10,-12.698212931770634,97.17423408856601,84.47602115679538,81.23
2021-11-11,-2.0785916580294614,85.3608491269154,83.28225746888593,81.47
2021-11-12,-1.3376589830513015,82.57585894628832,81.23819996323702,80.87
2021-11-15,17.4792247519178,62.31511051237517,79.79433526429297,80.85
2021-11-16,5.941426401228919,74.54696642836221,80.48839282959113,80.76
2021-11-17,-5.249221898057005,86.69032442652032,81.44110252846332,78.32
2021-11-18,-9.289343380598988,89.0380346334945,79.74869125289551,78.92
2021-11-19,-3.9954372441609003,82.32616904708209,78.33073180292119,76.11
2021-11-22,9.805754585042878,66.41217322247796,76.21792780752084,76.74
2021-11-23,12.592962672177777,63.81591822715625,76.40888089933404,78.32
2021-11-24,9.813493121081327,68.01822658387722,77.83171970495854,78.32
2021-11-29,-11.626058525030484,90.26492438338585,78.63886585835536,69.88
2021-11-30,-34.98307996383974,108.38814011075895,73.40506014691921,66.14
2021-12-01,-24.061189401943587,91.16929550831036,67.10810610636676,65.44
2021-12-02,-18.467678867854776,81.96916215518264,63.50148328732787,66.6
2021-12-03,-23.44143409860377,88.3697396582036,64.92830555959983,66.39
2021-12-06,-14.125398542335022,81.60089734139446,67.47549879905944,69.62
2021-12-07,-24.479390188902936,94.37620124025953,69.8968110513566,71.94
2021-12-08,-54.44257491148651,125.47750070133881,71.03492578985231,72.43
2021-12-09,-88.98677303387163,160.8957012752701,71.90892824139848,70.87
2021-12-10,-78.017045446478,149.80003046383757,71.78298501735958,71.71
2021-12-13,-13.318616960912268,85.08373158557698,71.76511462466472,71.19
2021-12-14,44.16133771226709,26.866629351785505,71.0279670640526,70.57
2021-12-15,33.74496421279175,36.812397373071356,70.5573615858631,70.89
2021-12-16,-195.9001529645812,266.6912228806518,70.79106991607063,72.34
2021-12-17,-990.739116141182,1062.6122245847075,71.87310844352555,70.93
2021-12-20,-1987.99335931374,2059.596076572462,71.60271725872212,68.69
2021-12-21,-1769.3086663368501,1839.0638334208056,69.75516708395548,71.1
2021-12-22,-351.9185370826989,421.7256404718963,69.80710338919744,72.82
2021-12-23,-706.1564436410334,777.6964890366614,71.540045395628,73.89
2021-12-27,-4929.868631525572,5003.935227581757,74.06659605618552,75.49
2021-12-28,-5906.9459678056555,5982.863774735791,75.91780693013516,76.01
2021-12-29,-1521.9747667738106,1598.0440068958765,76.06924012206582,76.58
2021-12-30,-548.1259942342763,624.1899197175824,76.0639254833061,76.83
2021-12-31,-1783.9713014696997,1860.5153436885257,76.54404221882601,75.33
