Date,Actual,LMD_ARIMA,LMD_SD_ARIMA_XGBoost
2021-04-20,62.61,63.00491238203995,54.62429738203995
2021-04-21,61.34,62.36530338813464,54.016334888134644
2021-04-22,61.45,61.75366505627244,53.43643505627244
2021-04-23,62.18,61.47836489491237,53.19287289491237
2021-04-26,62.02,61.74292825036719,53.488472250367195
2021-04-27,63.03,62.06463662847818,40.53427162847818
2021-04-28,63.81,62.90977157188081,41.42051357188081
2021-04-29,65.0,63.70496188141533,-21.804773118584677
2021-04-30,63.5,64.74126136153791,97.25850336153792
2021-05-03,64.46,64.24186419812122,199.68922419812122
2021-05-04,65.72,64.14017741108955,332.99827741108953
2021-05-05,65.63,64.94034037177016,337.6884403717702
2021-05-06,64.73,65.83838903284482,373.8782490328448
2021-05-07,64.96,65.5729689849627,86.90866198496269
2021-05-10,64.92,64.83798358473194,457.79083358473196
2021-05-11,65.31,64.4086912225232,179.28097522252318
2021-05-12,65.96,65.03718967698865,145.27446367698866
2021-05-13,63.82,66.07210121871645,69.26521641871645
2021-05-14,65.32,64.95953143146676,243.89051143146676
2021-05-17,66.24,64.58537897778925,479.2985089777892
2021-05-18,65.49,65.31596973001001,168.95122373001
2021-05-19,63.28,66.05730437374385,189.49306437374383
2021-05-20,61.95,64.69450186473068,107.40189886473068
2021-05-21,63.61,62.088722894075374,-53.83840110592463
2021-05-24,66.13,61.89619304750224,-14.30235695249776
2021-05-25,66.27,64.95607784662445,78.13283584662446
2021-05-26,66.41,67.47962682134914,-239.29851317865086
2021-05-27,66.87,67.52376702886446,-145.92053297113554
2021-05-28,66.31,66.30257228336734,-9.326757716632656
2021-06-01,67.8,65.60880772587069,-102.8557022741293
2021-06-02,68.79,67.21556852627856,74.81969452627855
2021-06-03,68.81,69.08702918350303,434.99162918350305
2021-06-04,69.57,69.48242853258961,-366.5710114674104
2021-06-07,69.21,69.2865497848705,129.3567097848705
2021-06-08,70.11,68.93251696194574,114.96838996194575
2021-06-09,69.9,69.73765013018294,-24.52945486981706
2021-06-10,70.34,70.25780948990226,-17.76618051009774
2021-06-11,71.0,70.47829821470287,-18.122391785297125
2021-06-14,70.94,70.6806056417281,89.0580156417281
2021-06-15,72.06,70.87368996341192,-6.05087003658808
2021-06-16,72.03,71.79446631754905,118.10211431754905
2021-06-17,71.06,72.25347180159216,88.49240880159215
2021-06-18,71.64,71.60601593288527,165.35235593288527
2021-06-21,73.64,71.24639175937796,163.76421175937796
2021-06-22,73.15,72.58404656747419,-5.755373432525815
2021-06-23,73.11,73.6449560416275,104.8582740416275
2021-06-24,73.31,73.81019764117968,128.63917764117969
2021-06-25,74.21,73.17220717786381,158.9201621778638
2021-06-28,72.98,73.39557123773861,54.80926723773861
2021-06-29,73.14,73.40519295892959,95.8416709589296
2021-06-30,73.52,73.46141816987966,95.89138016987967
2021-07-01,75.33,73.32088214750755,80.18900044750755
2021-07-02,75.37,74.46765314223877,-58.40162685776123
2021-07-06,73.62,75.57259257833775,66.96198157833774
2021-07-07,72.22,74.82675376543784,79.64717306543784
2021-07-08,72.98,72.61347789992726,79.33186189992726
2021-07-09,74.56,71.78271249596361,-97.67642750403638
2021-07-12,74.21,73.52975801311311,77.4481158131131
2021-07-13,75.24,75.11797780285283,276.4036378028528
2021-07-14,73.06,75.75999345365182,130.17220945365182
2021-07-15,71.67,73.67557676396837,-89.33251323603164
2021-07-16,71.76,71.45468569318302,-42.19460430681697
2021-07-19,66.45,70.99907023879416,-82.75815976120583
2021-07-20,67.32,68.33625332815586,-187.30446667184412
2021-07-21,70.26,66.99518968602479,90.54142368602479
2021-07-22,72.15,68.29818632459859,234.2727663245986
2021-07-23,72.24,71.62879457310555,240.96775457310554
2021-07-26,72.15,73.6482464059709,-1.5654985940291084
2021-07-27,71.68,72.98214533745977,-36.10768466254024
2021-07-28,72.37,71.14877378463211,17.00601378463211
2021-07-29,73.62,71.21498616149984,-294.39311383850014
2021-07-30,73.93,73.27410762259024,23.651732622590238
2021-08-02,71.31,74.74867610725778,-26.46470389274222
2021-08-03,70.64,72.81385983449263,-93.25880016550738
2021-08-04,68.19,70.24057578929205,-38.75875421070795
2021-08-05,69.1,67.86481879486655,202.71391879486654
2021-08-06,68.26,68.37137927935692,-56.67320672064308
2021-08-09,66.56,68.88138172084655,-299.6052782791534
2021-08-10,68.33,67.68641518548884,-260.53798481451116
2021-08-11,69.3,67.35635968612769,42.112676686127685
2021-08-12,69.12,68.33245485390216,-126.34297514609784
2021-08-13,68.36,69.62221379261791,-66.99674620738207
2021-08-16,67.44,69.38282560353218,-1156.293474396468
2021-08-17,66.5,67.63954735312655,-312.8712526468735
2021-08-18,65.36,66.03079439296653,-313.8450056070335
2021-08-19,63.69,65.28169353862904,-65.53565646137096
2021-08-20,62.25,64.37305299941181,-66.2448970005882
2021-08-23,65.65,62.76114796001912,-79.28246203998089
2021-08-24,67.5,63.91395997108066,42.18699997108066
2021-08-25,68.54,66.72906151944744,-167.84785848055256
2021-08-26,67.42,69.33028640518637,-142.58252359481364
2021-08-27,68.84,68.78589931604938,-132.88892068395063
2021-08-30,69.28,67.95880965727554,-122.71090034272447
2021-08-31,68.43,68.22502496021298,-167.31574503978703
2021-09-01,68.63,68.96277715549257,-61.89757284450744
2021-09-02,70.07,69.25947275259523,72.28558055259523
2021-09-03,69.34,69.52412132950224,220.53825132950223
2021-09-07,68.49,69.29334850708909,-54.2972914929109
2021-09-08,69.36,68.89078651741636,41.43084051741636
2021-09-09,68.26,69.06322359115696,-26.147106408843044
2021-09-10,69.82,68.52829028104179,-210.55916971895823
2021-09-13,70.54,69.25657514743101,-209.42347485256897
2021-09-14,70.53,70.31405491190151,444.3131049119015
2021-09-15,72.59,70.92619302177275,444.68715302177276
2021-09-16,72.69,72.10421442249402,354.719844422494
2021-09-17,72.09,72.68165240633272,18.140148406332713
2021-09-20,70.41,72.53765349234777,239.35665349234776
2021-09-21,70.51,71.02698998007732,168.48993998007734
2021-09-22,72.37,70.02850738335044,44.81352638335044
2021-09-23,73.43,71.21244511651258,154.2916651165126
2021-09-24,74.18,73.39071856365328,140.18794456365328
2021-09-27,75.54,74.84853371454977,98.09557371454977
2021-09-28,75.44,75.44477886373681,-50.27549713626318
2021-09-29,75.06,75.24669174387384,215.93457174387385
2021-09-30,75.22,75.07043583599096,111.71403583599096
2021-10-01,76.01,75.20213446778486,111.83741846778486
2021-10-04,77.68,75.77291856759128,-141.13738143240874
2021-10-05,79.17,77.18392076126102,140.59590776126103
2021-10-06,77.66,78.96182844975772,38.534292449757714
2021-10-07,78.46,78.7223114445112,-220.16618855548882
2021-10-08,79.55,78.26143322629207,-141.53315677370793
2021-10-11,80.64,78.6118332948131,-301.4918067051869
2021-10-12,80.75,80.24315120581102,-324.320328794189
2021-10-13,80.67,81.40246329882936,234.08170329882935
2021-10-14,81.43,81.18350530013957,197.50624530013957
2021-10-15,82.39,80.8669740530978,197.08362405309782
2021-10-18,82.62,81.6517249621468,197.7626249621468
2021-10-19,83.19,82.82671804149146,177.79719204149146
2021-10-20,84.4,83.57279862324185,-24.54491137675815
2021-10-21,82.64,84.08777607263823,-23.87538892736177
2021-10-22,84.53,83.1402636634165,-12.181226336583492
2021-10-25,84.64,83.75510877567899,-3.005221224321005
2021-10-26,85.64,84.50474969125214,132.54701669125214
2021-10-27,82.66,85.6912314799965,-11.4483285200035
2021-10-28,82.78,84.07108145529097,72.35843495529096
2021-10-29,83.5,82.46543575451193,-100.74006424548807
2021-11-01,84.08,82.33553874204695,-26.941821257953052
2021-11-02,83.91,83.82298195901873,42.10995395901873
2021-11-03,80.82,84.78255592612751,-63.93271407387249
2021-11-04,78.88,82.37363619429145,78.13533969429145
2021-11-05,81.25,78.83209567478634,193.43274567478636
2021-11-08,81.96,79.00977369084944,130.79355669084944
2021-11-09,84.12,81.57768193695183,-83.71424806304817
2021-11-10,81.23,84.80333046417599,-104.157059535824
2021-11-11,81.47,83.27492264122017,242.26918264122017
2021-11-12,80.87,80.86620138839271,127.57158438839271
2021-11-15,80.85,79.63668290497709,-163.4618470950229
2021-11-16,80.76,80.65115438825245,-150.99724561174756
2021-11-17,78.32,81.60840148039308,-201.36009851960694
2021-11-18,78.92,79.65711392791538,15.820550927915377
2021-11-19,76.11,78.04970981548944,81.18490271548944
2021-11-22,76.74,76.14156622764308,58.82259622764308
2021-11-23,78.32,76.42964222380778,36.67057822380777
2021-11-24,78.32,77.9321474595219,131.9485814595219
2021-11-29,69.88,78.75442501997594,216.03286501997593
2021-11-30,66.14,73.26067699066044,130.02392199066043
2021-12-01,65.44,66.44104356874824,72.79123256874824
2021-12-02,66.6,63.05409603751674,-125.89380396248326
2021-12-03,66.39,65.1590682459929,66.2139846459929
2021-12-06,69.62,67.9305404444884,15.970365444488401
2021-12-07,71.94,69.96190362936149,-107.7552963706385
2021-12-08,72.43,70.9593042455362,-93.1482257544638
2021-12-09,70.87,71.99558200105787,-97.09578799894214
2021-12-10,71.71,71.89410690244122,-95.73759309755877
2021-12-13,71.19,71.68100619023606,3.20920619023606
2021-12-14,70.57,70.94493769770426,2.5894536977042577
2021-12-15,70.89,70.54935717720349,94.6942241772035
2021-12-16,72.34,70.81290527924105,42.37906727924105
2021-12-17,70.93,71.92270049975764,33.68448049975764
2021-12-20,68.69,71.66775327988853,33.47353927988853
2021-12-21,71.1,69.64355341652117,48.304930416521174
2021-12-22,72.82,69.62083854075183,48.310184540751834
2021-12-23,73.89,71.68770788140523,50.405099881405235
2021-12-27,75.49,74.38348485712959,0.22021485712959077
2021-12-28,76.01,76.04020547891287,106.44409047891287
2021-12-29,76.58,76.0049651088948,57.19763810889479
2021-12-30,76.83,76.00445170669917,35.09516570669917
2021-12-31,75.33,76.60637709961497,219.91150709961497
2022-01-03,75.99,76.20329445762763,213.44262445762763
2022-01-04,77.0,75.86641122627066,32.00479322627066
2022-01-05,77.83,76.22879006723724,156.93075506723724
2022-01-06,79.47,77.52952053276385,-80.03678946723613
2022-01-07,79.0,79.4352687498199,-71.36194125018011
2022-01-10,78.11,79.7065939920858,-125.4327460079142
2022-01-11,81.17,78.5100530220434,250.92727302204338
2022-01-12,82.51,79.53009467871118,336.07013467871116
2022-01-13,81.97,81.9054821258693,122.17489212586929
2022-01-14,83.82,83.21701770027369,6.7498577002736795
2022-01-18,85.42,83.82963284542632,-6.6029071545736855
2022-01-19,86.84,84.44806236141264,-38.27955263858736
2022-01-20,86.29,86.2176763685062,-36.356103631493795
2022-01-21,85.16,87.15443208122278,136.61662208122277
2022-01-24,84.48,86.10546806966926,33.881698069669255
2022-01-25,86.61,84.23799866378505,32.21735366378505
2022-01-26,88.33,84.9931839688384,90.76280696883839
2022-01-27,87.61,87.81376309122967,57.16251809122967
2022-01-28,87.67,89.09096341985875,-15.90416658014125
2022-01-31,89.16,88.2954372302791,22.11799323027911
2022-02-01,88.22,87.87885075835575,117.06467275835575
2022-02-02,88.16,87.97923169783094,-26.120454302169065
2022-02-03,90.17,88.65927348155843,37.50079548155843
2022-02-04,92.27,89.84325208391594,-62.48319791608405
2022-02-07,91.25,91.5380405967642,-98.83237940323579
2022-02-08,89.32,91.94686047505571,-124.51060952494429
2022-02-09,89.57,90.40547990854613,-161.3832000914539
2022-02-10,89.83,88.99329660585701,-162.62130339414298
2022-02-11,93.1,88.93627232665425,-467.4373876733457
2022-02-14,95.52,92.03766680065776,-99.42366319934224
