Date,Actual,LMD_ARIMA,LMD_SD_ARIMA_XGBoost
2021-02-23,61.66,60.10388210510428,1164033.003882105
2021-02-24,63.21,62.83573189377785,-1337742.1642681062
2021-02-25,63.43,64.29790598154068,44428.35990598154
2021-02-26,61.55,166.10091529460624,3318256.1009152946
2021-03-01,60.54,80.70293401181698,-253.327265988183
2021-03-02,59.7,70.00484673678875,32.76821373678875
2021-03-03,61.33,57.948431108146906,52.17664150814691
2021-03-04,63.81,117.11486373655498,24.30553773655498
2021-03-05,66.08,66.69378580385819,108.63409380385819
2021-03-08,65.03,55.397404602728784,83.53519160272879
2021-03-09,64.02,65.49331382196397,-83.96377617803603
2021-03-10,64.45,66.97644687443972,-210.76970312556028
2021-03-11,66.02,65.5145210387418,-159.2146389612582
2021-03-12,65.59,66.94533190102084,80.83517890102084
2021-03-15,65.36,66.56119877612218,-24.969961223877817
2021-03-16,64.82,64.52591027109884,-247.75521972890118
2021-03-17,64.55,63.58292172645452,-115.60535827354548
2021-03-18,59.95,65.4762794788694,154.66972947886939
2021-03-19,61.43,63.59987080775318,-52.76929919224682
2021-03-22,61.48,60.63999368669465,92.46817968669465
2021-03-23,57.75,58.81826458792784,70.83691058792785
2021-03-24,61.12,58.72452542674728,-94.06282457325273
2021-03-25,58.47,61.698280660493765,-48.34499333950623
2021-03-26,60.93,60.01148279578774,-28.38344720421226
2021-03-29,61.49,59.32677086460171,60.08589562460171
2021-03-30,60.55,60.04259289158654,72.96141589158654
2021-03-31,59.19,61.46463707124349,-9.023552928756516
2021-04-01,61.41,60.96650787265389,-9.360302127346102
2021-04-05,58.73,60.438777280040085,-58.34747771995991
2021-04-06,59.34,58.554859513868,-219.15699048613203
2021-04-07,59.77,59.04038153395959,-55.39928846604042
2021-04-08,59.61,59.93972921768727,-256.52600078231274
2021-04-09,59.29,60.04872575514946,-46.76777424485054
2021-04-12,59.7,59.38970152528054,-45.74936847471946
2021-04-13,60.2,59.18952571904447,-45.76399428095553
2021-04-14,63.15,59.83581906159088,-44.93243093840911
2021-04-15,63.42,62.344854347109504,-42.2394656528905
2021-04-16,63.16,63.78358755010595,-40.61659244989406
2021-04-19,63.33,63.790709199871344,54.31854119987135
2021-04-20,62.61,63.15234049858827,54.771725498588275
2021-04-21,61.34,62.41617934673923,54.06721084673923
2021-04-22,61.45,61.72908200442998,53.41185200442998
2021-04-23,62.18,61.50931234910695,53.22382034910695
